NAME,GENDER
daffy,0
dale,0
dalton,0
damian,0
damon,0
dan,0
dana,0
dane,0
dani,0
danie,0
dannie,0
danny,0
dante,0
darby,0
darcy,0
daren,0
darian,0
darien,0
darin,0
dario,0
darius,0
darrel,0
darrell,0
darren,0
darrick,0
darryl,0
darwin,0
daryl,0
daryle,0
dave,0
davey,0
david,0
davidde,0
davide,0
davie,0
davin,0
davis,0
davon,0
davy,0
dawson,0
dean,0
deane,0
del,0
dell,0
delmar,0
demetre,0
demetri,0
demetris,0
demetrius,0
demosthenis,0
denis,0
dennis,0
denny,0
derek,0
derick,0
derk,0
derrek,0
derrick,0
derrin,0
derrol,0
derron,0
deryl,0
desmond,0
desmund,0
devin,0
devon,0
dewey,0
dewitt,0
dickey,0
dickie,0
diego,0
dieter,0
dietrich,0
dillon,0
dimitrios,0
dimitris,0
dimitrou,0
dimitry,0
dino,0
dionis,0
dionysus,0
dirk,0
dmitri,0
dom,0
domenic,0
domenico,0
dominic,0
dominick,0
dominique,0
don,0
donal,0
donald,0
donn,0
donnie,0
donny,0
dorian,0
dory,0
doug,0
douggie,0
dougie,0
douglas,0
douglass,0
douglis,0
dov,0
doyle,0
drake,0
drew,0
dru,0
dryke,0
duane,0
dudley,0
duffie,0
duffy,0
duke,0
dunc,0
duncan,0
dunstan,0
durand,0
durant,0
durante,0
durward,0
dustin,0
dwain,0
dwane,0
dwayne,0
dwight,0
dyson,0
earle,0
easton,0
eben,0
ebeneser,0
ebenezer,0
eberhard,0
ed,0
eddy,0
edgar,0
edgardo,0
edie,0
edmond,0
edmund,0
edouard,0
edsel,0
eduard,0
eduardo,0
edward,0
efram,0
egbert,0
ehud,0
elbert,0
elden,0
eldon,0
eli,0
elias,0
elijah,0
eliot,0
eliott,0
elisha,0
elliot,0
elliott,0
ellis,0
ellsworth,0
ellwood,0
elmer,0
elmore,0
elnar,0
elric,0
elroy,0
elton,0
elvin,0
elwin,0
elwood,0
elwyn,0
ely,0
emanuel,0
emerson,0
emery,0
emil,0
emile,0
emmanuel,0
emmery,0
emmett,0
emmit,0
emmott,0
emmy,0
emory,0
ender,0
engelbart,0
engelbert,0
englebart,0
englebert,0
enoch,0
enrico,0
enrique,0
ephraim,0
ephram,0
ephrayim,0
ephrem,0
er,0
erasmus,0
erastus,0
erek,0
erhard,0
erhart,0
eric,0
erich,0
erick,0
erik,0
erin,0
erl,0
ernest,0
ernie,0
ernst,0
erny,0
errol,0
ervin,0
erwin,0
esau,0
esteban,0
ethan,0
ethelbert,0
ethelred,0
etienne,0
euclid,0
eugen,0
eugene,0
eustace,0
evan,0
evelyn,0
everard,0
everett,0
ewart,0
ez,0
ezechiel,0
ezekiel,0
ezra,0
fabian,0
fabio,0
fairfax,0
farley,0
fazeel,0
felice,0
felicio,0
felipe,0
felix,0
ferd,0
ferdy,0
fergus,0
ferguson,0
ferinand,0
fernando,0
fidel,0
filbert,0
filip,0
filipe,0
filmore,0
finley,0
finn,0
fitz,0
fitzgerald,0
flem,0
fleming,0
flemming,0
fletch,0
fletcher,0
flin,0
flinn,0
flint,0
flipper,0
florian,0
floyd,0
fons,0
fonsie,0
fonz,0
fonzie,0
forbes,0
ford,0
forest,0
forester,0
forrest,0
forrester,0
forster,0
foster,0
fran,0
francesco,0
francis,0
francisco,0
francois,0
frank,0
frankie,0
franklin,0
franklyn,0
franky,0
franz,0
fraser,0
frazier,0
fred,0
freddie,0
freddy,0
frederic,0
frederich,0
frederik,0
fredric,0
freeman,0
freemon,0
fremont,0
french,0
friedric,0
friedrich,0
friedrick,0
fritz,0
fulton,0
fyodor,0
gabe,0
gabriele,0
gabriell,0
gabriello,0
gail,0
gale,0
galen,0
gallagher,0
gamaliel,0
garcia,0
garcon,0
gardener,0
gardiner,0
gardner,0
garey,0
garfield,0
garfinkel,0
garold,0
garret,0
garrett,0
garrot,0
garrott,0
garry,0
garv,0
garvey,0
garvin,0
garvy,0
garwin,0
garwood,0
gary,0
gaspar,0
gaston,0
gav,0
gaven,0
gavin,0
gavriel,0
gay,0
gayle,0
gearard,0
gene,0
geo,0
geof,0
geoff,0
geoffrey,0
geoffry,0
georg,0
george,0
georges,0
georgia,0
georgie,0
georgy,0
gerald,0
geraldo,0
gerard,0
gere,0
gerhard,0
gerhardt,0
germaine,0
gerold,0
gerome,0
gerrard,0
gerri,0
gerrit,0
gerry,0
gershon,0
giacomo,0
gian,0
giancarlo,0
giavani,0
gibb,0
gideon,0
giff,0
giffard,0
giffer,0
gifford,0
giffy,0
gil,0
gilbert,0
gilberto,0
gilburt,0
giles,0
gill,0
gilles,0
ginger,0
giordano,0
giorgi,0
giorgio,0
giovanne,0
giraldo,0
giraud,0
giuseppe,0
glen,0
glenn,0
glynn,0
godard,0
godart,0
goddard,0
goddart,0
godfree,0
godfrey,0
godfry,0
gonzales,0
gonzalo,0
goober,0
goose,0
gordan,0
gordie,0
gordon,0
grace,0
grady,0
graehme,0
graeme,0
graham,0
graig,0
grant,0
granville,0
greg,0
gregg,0
greggory,0
gregor,0
gregorio,0
gregory,0
gretchen,0
griff,0
griffin,0
griffith,0
griswold,0
grove,0
grover,0
guido,0
guillaume,0
guillermo,0
gunther,0
gus,0
gustaf,0
gustav,0
gustave,0
gustavo,0
gustavus,0
guthrey,0
guthry,0
guy,0
hadleigh,0
hadley,0
hadrian,0
hagan,0
hagen,0
hailey,0
hakeem,0
hakim,0
hal,0
hale,0
haleigh,0
haley,0
hall,0
hallam,0
halvard,0
ham,0
hamel,0
hamid,0
hamil,0
hamilton,0
hamlen,0
hamlet,0
hammad,0
hamnet,0
han,0
hanan,0
hanford,0
hank,0
hannibal,0
hans,0
hans-peter,0
hansel,0
hanson,0
harald,0
harcourt,0
harlan,0
harland,0
harley,0
harlin,0
harman,0
harmon,0
harold,0
harris,0
harrold,0
harry,0
hart,0
hartley,0
hartwell,0
harv,0
harvard,0
harvey,0
harvie,0
harwell,0
hasheem,0
hashim,0
haskel,0
haskell,0
hassan,0
hastings,0
hasty,0
haven,0
hayden,0
haydon,0
hayes,0
hayward,0
haywood,0
hazel,0
heathcliff,0
hebert,0
hector,0
heinrich,0
heinz,0
helmuth,0
henderson,0
hendrick,0
hendrik,0
henri,0
henrie,0
henrik,0
henrique,0
henry,0
herb,0
herbert,0
herbie,0
hercule,0
hercules,0
herculie,0
herman,0
hermann,0
hermon,0
hermy,0
hernando,0
herold,0
herrick,0
herrmann,0
hersch,0
herschel,0
hershel,0
hervey,0
hew,0
hewe,0
hewet,0
hewett,0
hewie,0
hewitt,0
heywood,0
hezekiah,0
hilary,0
hilbert,0
hill,0
hillard,0
hillary,0
hillel,0
hillery,0
hilliard,0
hilton,0
hiralal,0
hiram,0
hiro,0
hirsch,0
hobart,0
hodge,0
hogan,0
hollis,0
holly,0
homer,0
horacio,0
horatio,0
horatius,0
horst,0
howard,0
howie,0
hoyt,0
hubert,0
hudson,0
huey,0
hugh,0
hugo,0
humbert,0
hunt,0
hunter,0
huntington,0
huntlee,0
huntley,0
hurley,0
husain,0
husein,0
hussein,0
hy,0
hyatt,0
hyman,0
hymie,0
iago,0
iain,0
ian,0
ibrahim,0
ichabod,0
iggie,0
iggy,0
ignace,0
ignacio,0
ignacius,0
ignatius,0
ignazio,0
igor,0
ike,0
ikey,0
immanuel,0
ingamar,0
ingelbert,0
ingemar,0
inglebert,0
ingmar,0
ingram,0
ira,0
irvin,0
irvine,0
irving,0
irwin,0
isa,0
isaac,0
isaak,0
isador,0
isadore,0
isaiah,0
ishmael,0
isidore,0
ismail,0
israel,0
istvan,0
ivan,0
ivor,0
izaak,0
izak,0
izzy,0
jack,0
jackie,0
jackson,0
jacob,0
jacques,0
jae,0
jaime,0
jake,0
jakob,0
james,0
jameson,0
jamey,0
jamie,0
jan,0
janos,0
jarrett,0
jarvis,0
jason,0
jasper,0
javier,0
jay,0
jean,0
jean-francois,0
jean-lou,0
jean-luc,0
jean-marc,0
jean-paul,0
jean-pierre,0
jeb,0
jed,0
jedediah,0
jef,0
jeff,0
jefferson,0
jeffery,0
jeffie,0
jeffrey,0
jeffry,0
jefry,0
jehu,0
jennings,0
jens,0
jephthah,0
jeramie,0
jere,0
jereme,0
jeremiah,0
jeremias,0
jeremy,0
jermain,0
jermaine,0
jermayne,0
jerold,0
jerome,0
jeromy,0
jerri,0
jerrie,0
jerrold,0
jerrome,0
jerry,0
jess,0
jesse,0
jessee,0
jessey,0
jessie,0
jesus,0
jeth,0
jethro,0
jim,0
jimbo,0
jimmie,0
jimmy,0
jo,0
joab,0
joachim,0
joao,0
joaquin,0
jock,0
jodi,0
jodie,0
jody,0
joel,0
joey,0
johan,0
johann,0
johannes,0
john,0
john-david,0
john-patrick,0
johnathan,0
johnathon,0
johnnie,0
johnny,0
johny,0
jon,0
jonah,0
jonas,0
jonathon,0
jonny,0
jordan,0
jorge,0
jory,0
jose,0
josef,0
joseph,0
josephus,0
josh,0
joshua,0
joshuah,0
josiah,0
jotham,0
juan,0
juanita,0
jud,0
judah,0
judas,0
judd,0
jude,0
judith,0
judson,0
judy,0
juergen,0
jules,0
julian,0
julie,0
julio,0
justis,0
kaleb,0
kalil,0
kalle,0
kalman,0
kam,0
kane,0
karel,0
karim,0
karl,0
karsten,0
kaspar,0
keefe,0
keenan,0
keene,0
keil,0
keith,0
kellen,0
kelley,0
kelly,0
kelsey,0
kelwin,0
ken,0
kendal,0
kendall,0
kendrick,0
kenn,0
kennedy,0
kenneth,0
kenny,0
kent,0
kenton,0
kenyon,0
kermie,0
kermit,0
kevan,0
kevin,0
kim,0
kimball,0
kimmo,0
kin,0
kincaid,0
king,0
kingsley,0
kingsly,0
kingston,0
kip,0
kirby,0
kirk,0
kit,0
klaus,0
klee,0
knox,0
konrad,0
konstantin,0
kory,0
kostas,0
kris,0
krishna,0
kristian,0
kristopher,0
kristos,0
kurt,0
kurtis,0
kyle,0
laird,0
lamar,0
lambert,0
lamont,0
lance,0
lancelot,0
langston,0
lanny,0
larry,0
lars,0
laurance,0
lauren,0
laurence,0
laurens,0
laurent,0
laurie,0
lawerence,0
lawrence,0
lawson,0
lawton,0
lay,0
layton,0
lazar,0
lazare,0
lazaro,0
lazlo,0
lefty,0
leif,0
leigh,0
leighton,0
leland,0
lem,0
lemar,0
lemmie,0
lemmy,0
lemuel,0
len,0
lenard,0
lennie,0
lenny,0
leo,0
leon,0
leonard,0
leonardo,0
leonerd,0
leonhard,0
leonid,0
leonidas,0
leopold,0
leroy,0
les,0
leslie,0
lester,0
lev,0
levi,0
levin,0
levon,0
levy,0
lew,0
lewis,0
lex,0
liam,0
lin,0
lincoln,0
lind,0
lindsay,0
lindsey,0
lindy,0
linoel,0
linus,0
lion,0
lionel,0
lionello,0
llewellyn,0
lloyd,0
locke,0
lockwood,0
logan,0
lon,0
lonny,0
loren,0
lorenzo,0
lorne,0
lorrie,0
lothar,0
lou,0
louie,0
louis,0
lovell,0
lowell,0
luce,0
lucian,0
luciano,0
lucien,0
lucio,0
lucius,0
ludvig,0
ludwig,0
luigi,0
luis,0
lukas,0
luke,0
luther,0
lyle,0
lyn,0
lyndon,0
lynn,0
mac,0
mace,0
mack,0
mackenzie,0
maddie,0
maddy,0
madison,0
magnum,0
magnus,0
mahesh,0
mahmoud,0
mahmud,0
maison,0
major,0
malcolm,0
manfred,0
manish,0
manny,0
marc,0
marcel,0
marcello,0
marcellus,0
marcelo,0
marchall,0
marcio,0
marco,0
marcos,0
marcus,0
marietta,0
marilu,0
mario,0
marion,0
marius,0
mark,0
marko,0
markos,0
markus,0
marlin,0
marlo,0
marlon,0
marlow,0
marlowe,0
marmaduke,0
marsh,0
marshal,0
marshall,0
martainn,0
martie,0
martin,0
martino,0
marty,0
martyn,0
marv,0
marve,0
marven,0
marvin,0
marwin,0
mason,0
mateo,0
mathew,0
mathias,0
matias,0
matt,0
matteo,0
matthaeus,0
mattheus,0
matthew,0
matthias,0
matthieu,0
matthus,0
mattias,0
mattie,0
matty,0
maurice,0
mauricio,0
maurie,0
maurise,0
maurits,0
mauritz,0
maury,0
max,0
maxfield,0
maxie,0
maxim,0
maximilian,0
maximilien,0
maxwell,0
mayer,0
maynard,0
maynord,0
mayor,0
mead,0
meade,0
meier,0
mel,0
melvin,0
melvyn,0
mendel,0
mendie,0
meredeth,0
meredith,0
merell,0
merill,0
merle,0
merlin,0
merrel,0
merrick,0
merril,0
merrill,0
merv,0
mervin,0
merwin,0
meryl,0
meyer,0
mic,0
micah,0
michael,0
michail,0
michal,0
michale,0
micheal,0
michel,0
mickey,0
mickie,0
micky,0
miguel,0
mika,0
mikael,0
mike,0
mikey,0
mikhail,0
miles,0
millicent,0
milo,0
milt,0
milton,0
mischa,0
mitch,0
mitchael,0
mitchel,0
mitchell,0
moe,0
mohamad,0
mohammad,0
mohammed,0
mohan,0
moise,0
moises,0
moishe,0
monroe,0
monte,0
montgomery,0
monty,0
moore,0
mordecai,0
morlee,0
morley,0
morly,0
morrie,0
morris,0
morry,0
mort,0
morten,0
mortie,0
mortimer,0
morton,0
morty,0
mose,0
moses,0
moshe,0
moss,0
muffin,0
mugsy,0
munroe,0
murdoch,0
murdock,0
murphy,0
murray,0
myles,0
mylo,0
myron,0
nahum,0
napoleon,0
nat,0
natale,0
nate,0
nathan,0
nathanael,0
nathaniel,0
nathanil,0
neal,0
neale,0
neall,0
nealon,0
nealson,0
nealy,0
ned,0
neddie,0
neddy,0
neel,0
neil,0
nels,0
nelsen,0
nelson,0
nero,0
neron,0
nester,0
nestor,0
nev,0
nevil,0
nevile,0
neville,0
nevin,0
nevins,0
newton,0
niall,0
niccolo,0
nicholas,0
nichole,0
nichols,0
nick,0
nickey,0
nickie,0
nickolas,0
nicky,0
nicolas,0
niels,0
nigel,0
niki,0
nikita,0
nikki,0
nikolai,0
nikos,0
niles,0
nils,0
nilson,0
niven,0
noach,0
noah,0
noam,0
noble,0
noel,0
nolan,0
noland,0
norbert,0
norm,0
norman,0
normand,0
normie,0
norris,0
northrop,0
northrup,0
norton,0
norwood,0
nunzio,0
obadiah,0
obadias,0
oberon,0
obie,0
odell,0
odie,0
odin,0
odysseus,0
olaf,0
olag,0
ole,0
olin,0
oliver,0
olivier,0
olle,0
ollie,0
omar,0
oral,0
oran,0
orazio,0
orbadiah,0
oren,0
orin,0
orion,0
orlando,0
orren,0
orrin,0
orson,0
orton,0
osbert,0
osborn,0
osborne,0
osbourn,0
osbourne,0
oscar,0
osgood,0
osmond,0
osmund,0
ossie,0
oswald,0
otes,0
othello,0
otho,0
otis,0
otto,0
owen,0
ozzie,0
ozzy,0
pablo,0
pace,0
paco,0
paddie,0
paddy,0
padraig,0
page,0
paige,0
pail,0
palmer,0
park,0
parke,0
parker,0
parnell,0
parrnell,0
parry,0
parsifal,0
partha,0
pascal,0
pascale,0
pasquale,0
pate,0
patel,0
patin,0
paton,0
patric,0
patrice,0
patricio,0
patrick,0
patrik,0
patsy,0
pattie,0
patty,0
paul,0
paulo,0
pavel,0
pearce,0
pedro,0
peirce,0
pembroke,0
pen,0
penn,0
pennie,0
penny,0
penrod,0
pepe,0
pepillo,0
perceval,0
percival,0
percy,0
perry,0
pete,0
peter,0
petey,0
petr,0
peyter,0
peyton,0
phil,0
philbert,0
philip,0
phillip,0
phillipe,0
phillipp,0
phineas,0
phip,0
pierce,0
piet,0
pieter,0
pietro,0
piggy,0
pincas,0
pinchas,0
pincus,0
piotr,0
pip,0
plato,0
pooh,0
porter,0
poul,0
powell,0
praneetf,0
prasad,0
prasun,0
prent,0
prentice,0
prentiss,0
prescott,0
preston,0
prince,0
pryce,0
puff,0
purcell,0
putnam,0
pyotr,0
quentin,0
quiggly,0
quigly,0
quill,0
quillan,0
quincey,0
quincy,0
quinlan,0
quinn,0
quint,0
quintin,0
quinton,0
quintus,0
rab,0
rabbi,0
rad,0
radcliffe,0
rafael,0
rafe,0
ragnar,0
rainer,0
raj,0
rajeev,0
ralf,0
ralph,0
ram,0
ramesh,0
ramon,0
ramsay,0
rand,0
randal,0
randell,0
randi,0
randie,0
randolf,0
randy,0
ransell,0
ransom,0
raoul,0
raphael,0
raul,0
ravil,0
rawley,0
ray,0
raymond,0
raymund,0
raymundo,0
raynard,0
rayner,0
raynor,0
reagan,0
red,0
redford,0
redmond,0
reece,0
reed,0
rees,0
reese,0
reg,0
regan,0
regen,0
reggie,0
reggis,0
reggy,0
reginald,0
reilly,0
reinhard,0
reinhold,0
remington,0
remus,0
renado,0
renaldo,0
renard,0
renato,0
renaud,0
renault,0
rene,0
reube,0
reuben,0
reuven,0
rex,0
rey,0
reynard,0
reynold,0
reynolds,0
reza,0
rhett,0
ric,0
ricard,0
ricardo,0
riccardo,0
rice,0
rich,0
richard,0
richardo,0
richie,0
richmond,0
richy,0
rick,0
rickey,0
ricki,0
rickie,0
ricky,0
rik,0
riley,0
rinaldo,0
ripley,0
ritch,0
ritchie,0
rob,0
robb,0
robbie,0
robert,0
robin,0
robinson,0
rochester,0
rock,0
rockwell,0
rod,0
rodd,0
roddie,0
roddy,0
roderic,0
roderich,0
roderick,0
roderigo,0
rodge,0
rodger,0
rodney,0
rodolfo,0
rodolph,0
rodolphe,0
rodrick,0
rodrigo,0
rodrique,0
roger,0
rogers,0
roice,0
roland,0
rolando,0
rolf,0
rolfe,0
rolland,0
rollin,0
rollins,0
rollo,0
rolph,0
romain,0
roman,0
romeo,0
ron,0
ronen,0
roni,0
ronnie,0
ronny,0
roosevelt,0
rory,0
roscoe,0
ross,0
roth,0
rourke,0
rowland,0
roy,0
royal,0
royce,0
rube,0
ruben,0
ruby,0
ruddie,0
rudie,0
rudiger,0
rudolf,0
rudolfo,0
rudolph,0
rudy,0
rudyard,0
rufe,0
rufus,0
rupert,0
ruperto,0
russ,0
russel,0
russell,0
rustie,0
rustin,0
rusty,0
rutger,0
rutherford,0
rutledge,0
rutter,0
ryan,0
sal,0
salem,0
salim,0
salman,0
salmon,0
salomo,0
salomon,0
salomone,0
salvador,0
salvatore,0
salvidor,0
sam,0
sammie,0
sammy,0
sampson,0
samson,0
samuel,0
samuele,0
sancho,0
sander,0
sanders,0
sanderson,0
sandor,0
sandro,0
sandy,0
sanford,0
sanson,0
sansone,0
sarge,0
sargent,0
sascha,0
sasha,0
saul,0
sauncho,0
saunder,0
saunders,0
saunderson,0
saundra,0
saw,0
sawyer,0
sawyere,0
sax,0
saxe,0
saxon,0
say,0
sayer,0
sayers,0
sayres,0
scarface,0
schroeder,0
schuyler,0
scot,0
scott,0
scotti,0
scottie,0
scotty,0
seamus,0
sebastian,0
sebastiano,0
sebastien,0
see,0
selig,0
serge,0
sergeant,0
sergei,0
sergent,0
sergio,0
seth,0
seymour,0
shadow,0
shaine,0
shalom,0
shamus,0
shanan,0
shane,0
shannan,0
shannon,0
shaughn,0
shaun,0
shaw,0
shawn,0
shay,0
shayne,0
shea,0
sheff,0
sheffie,0
sheffield,0
sheffy,0
shelby,0
shelden,0
sheldon,0
shell,0
shelley,0
shelton,0
shep,0
shepard,0
shepherd,0
sheppard,0
shepperd,0
sherlock,0
sherlocke,0
sherman,0
sherwin,0
sherwood,0
sherwynd,0
shimon,0
shlomo,0
sholom,0
shorty,0
shurlock,0
shurlocke,0
shurwood,0
si,0
sibyl,0
sid,0
siddhartha,0
sidnee,0
sidney,0
siegfried,0
siffre,0
sig,0
sigfrid,0
sigfried,0
sigmund,0
silas,0
silvain,0
silvan,0
silvano,0
silvanus,0
silvester,0
silvio,0
sim,0
simeon,0
simmonds,0
simone,0
sinclair,0
sinclare,0
sivert,0
siward,0
skell,0
skelly,0
skip,0
skipp,0
skipper,0
skippy,0
skipton,0
sky,0
skye,0
skylar,0
skyler,0
slade,0
slim,0
sloan,0
sloane,0
sly,0
smith,0
smitty,0
socrates,0
sol,0
sollie,0
solly,0
solomon,0
son,0
sonnie,0
sonny,0
sparky,0
spencer,0
spense,0
spenser,0
spike,0
spiros,0
spud,0
srinivas,0
stacy,0
staffard,0
staford,0
stan,0
standford,0
stanfield,0
stanford,0
stanislaw,0
stanleigh,0
stanley,0
stanly,0
stanton,0
stanwood,0
stavros,0
stearne,0
stefan,0
stefano,0
steffen,0
stephan,0
stephanus,0
stephen,0
sterling,0
stern,0
sterne,0
steve,0
steven,0
stevie,0
stevy,0
stew,0
stewart,0
stig,0
stillman,0
stillmann,0
sting,0
stinky,0
stirling,0
stu,0
stuart,0
sturgis,0
sullivan,0
sully,0
sumner,0
sunny,0
sutherland,0
sutton,0
sven,0
swen,0
syd,0
sydney,0
sylvan,0
sylvester,0
tab,0
tabb,0
tabbie,0
tabby,0
taber,0
tabor,0
tad,0
tadd,0
taddeo,0
taddeus,0
tailor,0
taite,0
talbert,0
talbot,0
tallie,0
tally,0
tam,0
tamas,0
tammie,0
tammy,0
tan,0
tann,0
tanner,0
tanney,0
tannie,0
tarrance,0
tarzan,0
tate,0
taylor,0
teador,0
ted,0
tedd,0
teddie,0
teddy,0
tedman,0
tedmund,0
tedrick,0
temp,0
temple,0
templeton,0
teodoor,0
teodor,0
teodorico,0
teodoro,0
terence,0
terrance,0
terrel,0
terrell,0
terrence,0
terri,0
terrill,0
terry,0
thacher,0
thad,0
thaddeus,0
thaddius,0
thaddus,0
thadeus,0
thain,0
thaine,0
thane,0
thatch,0
thatcher,0
thaxter,0
thayne,0
thebault,0
thedric,0
theo,0
theobald,0
theodor,0
theodore,0
theodoric,0
theophyllus,0
thibaud,0
thibaut,0
thom,0
thomas,0
thor,0
thorn,0
thorndike,0
thornie,0
thorny,0
thorpe,0
thorstein,0
thorsten,0
thorvald,0
thurstan,0
thurston,0
tiebold,0
tiebout,0
tiler,0
tim,0
timmie,0
timmy,0
timothee,0
timotheus,0
timothy,0
tirrell,0
tito,0
titus,0
tobe,0
tobiah,0
tobias,0
tobie,0
tobin,0
tobit,0
toby,0
todd,0
toddie,0
toddy,0
tomas,0
tome,0
tomkin,0
tomlin,0
tommie,0
tommy,0
tonnie,0
tony,0
tore,0
torey,0
torin,0
